modelling_index,brand,year,model,title,used_or_new,transmission,engine_size_litres,drive_type,fuel_type,fuel_consumption_per_100km,kilometres,cylinders,body_type,doors,seats,price,colour_ext,colour_int,region,state,vehicle_age,km_per_year
140,BMW,2021,330I,2021 BMW 330I M Sport,USED,Automatic,2.0,Rear,Premium,6.4,23332,4,Sedan,4,5,67988,Black,,Sylvania,NSW,2,11666.0
141,Volkswagen,2018,Golf,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.6,130647,4,Wagon,4,5,21880,White,Black,Blacktown,NSW,5,26129.4
142,Audi,2019,Q3,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,47307,4,SUV,4,5,41888,White,Black,Carlton,NSW,4,11826.75
143,Nissan,2005,Elgrand,2005 Nissan Elgrand Highway Star,USED,Automatic,,Other,Unleaded,,69619,,Commercial,,,17900,Black,Black,Ingleburn,NSW,18,3867.722222222222
144,Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,,Other,Unleaded,,128647,,Commercial,,,18900,Silver,Beige,Ingleburn,NSW,14,9189.07142857143
145,Subaru,2016,Outback,2016 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Premium,7.3,74983,4,SUV,4,5,29990,Silver,Black,North Narrabeen,NSW,7,10711.857142857143
146,Mazda,2007,6,2007 Mazda 6 Classic Sports,USED,Manual,2.3,Front,Premium,8.8,102496,4,Hatchback,5,5,7920,Black,Grey,Leichhardt,NSW,16,6406.0
147,Hyundai,2015,Accent,2015 Hyundai Accent Active,USED,Automatic,1.6,Front,Unleaded,6.4,84924,4,Hatchback,5,5,14999,Silver,Black,Homebush,NSW,8,10615.5
148,Land,2013,Rover,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,3.0,4WD,Diesel,8.8,159558,6,SUV,4,5,38950,White,Black,Glebe,NSW,10,15955.8
149,Mercedes-Benz,2014,B-Class,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,,Front,Premium,,98296,,Hatchback,,,16999,Black,,Five Dock,NSW,9,10921.777777777777
150,Ford,2013,Focus,2013 Ford Focus Ambiente,USED,Automatic,1.6,Front,Unleaded,6.6,67590,4,Hatchback,5,5,12990,Silver,Black,Leichhardt,NSW,10,6759.0
151,Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,65502,4,SUV,4,5,29990,White,Black,Ryde,NSW,6,10917.0
152,Porsche,2010,Cayenne,2010 Porsche Cayenne S,USED,Automatic,4.8,AWD,Premium,10.5,193271,8,SUV,4,5,29990,White,Black,Haberfield,NSW,13,14867.0
154,Ford,2007,Territory,2007 Ford Territory SR (4X4),USED,Automatic,4.0,AWD,Unleaded,12.2,173839,6,SUV,4,5,8950,White,,Penrith,NSW,16,10864.9375
155,Suzuki,2017,Swift,2017 Suzuki Swift Sport,USED,Automatic,,Front,Premium,,55794,,Hatchback,,,26280,Yellow,Black,Blacktown,NSW,6,9299.0
156,Nissan,2016,Navara,2016 Nissan Navara SL (4X4),USED,Automatic,2.3,4WD,Diesel,7.0,258936,4,Ute / Tray,4,5,21290,White,Black,Blacktown,NSW,7,36990.857142857145
157,Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,,Other,Unleaded,,106208,,Commercial,,,22900,Blue,Beige,Ingleburn,NSW,14,7586.285714285715
158,Daihatsu,2019,Hijet,2019 Daihatsu Hijet,USED,,,Other,,,19730,,,,,33888,Green,Grey,West Ryde,NSW,4,4932.5
159,Toyota,2013,RAV4,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.2,AWD,Diesel,6.5,292134,4,SUV,4,5,14995,Grey,Black Leather,Bankstown,NSW,10,29213.4
160,Toyota,2008,Hilux,2008 Toyota Hilux SR5 (4X4),USED,Automatic,3.0,4WD,Diesel,9.5,251000,4,Ute / Tray,4,5,21290,White,Grey,Blacktown,NSW,15,16733.333333333332
161,Mazda,2014,3,2014 Mazda 3 Maxx,USED,Automatic,2.0,Front,Unleaded,5.8,130242,4,Hatchback,5,5,16388,Brown,Black,Liverpool,NSW,9,14471.333333333334
162,Hyundai,2021,Venue,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,1.6,Front,Unleaded,7.2,35024,4,SUV,4,5,26990,White,Grey,Castle Hill,NSW,2,17512.0
163,BMW,2015,X1,2015 BMW X1 Xdrive 20D,USED,Automatic,2.0,AWD,Diesel,5.1,44145,4,SUV,4,5,32000,White,,Campbelltown,NSW,8,5518.125
164,BMW,2021,330I,2021 BMW 330I M Sport,USED,Automatic,2.0,Rear,Premium,6.4,29567,4,Sedan,4,5,67988,Black,,Sylvania,NSW,2,14783.5
165,Mazda,2007,6,2007 Mazda 6 Classic Sports,USED,Automatic,2.3,Front,Premium,8.9,223898,4,Hatchback,5,5,7600,Black,,Punchbowl,NSW,16,13993.625
166,Hyundai,2013,Veloster,2013 Hyundai Veloster +,USED,Automatic,1.6,Front,Unleaded,6.4,155244,4,Hatchback,3,4,17990,White,,Minchinbury,NSW,10,15524.4
167,Toyota,2017,Camry,2017 Toyota Camry Altise,USED,Automatic,2.5,Front,Unleaded,7.9,149988,4,Sedan,4,5,19950,Grey,,Pendle Hill,NSW,6,24998.0
168,Mitsubishi,2011,Lancer,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,2.0,Front,Unleaded,7.3,205373,4,Hatchback,5,5,9990,Red,,Minchinbury,NSW,12,17114.416666666668
169,BMW,2020,M4,2020 BMW M4 Competition,USED,Automatic,3.0,Rear,Premium,8.8,2858,6,Coupe,2,4,129988,White,Black,Sylvania,NSW,3,952.6666666666666
170,Suzuki,2011,Swift,2011 Suzuki Swift GL,USED,Automatic,1.4,Front,Unleaded,6.2,201011,4,Hatchback,5,5,7999,Grey,Black,Penrith,NSW,12,16750.916666666668
171,Ford,2008,Transit,2008 Ford Transit,USED,Manual,2.4,Rear,Diesel,9.5,305593,4,Commercial,2,3,9995,White,,Minchinbury,NSW,15,20372.866666666665
172,Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,,Other,Unleaded,,165589,,Commercial,,,19900,Black,Beige,Ingleburn,NSW,14,11827.785714285714
173,Peugeot,2017,308,2017 Peugeot 308 Active,USED,Automatic,1.2,Front,Premium,5.1,57217,3,Hatchback,5,5,16990,Silver,Black,Homebush,NSW,6,9536.166666666666
174,Holden,2017,Trax,2017 Holden Trax LT,USED,Automatic,1.4,Front,Unleaded,6.9,83147,4,SUV,4,5,17888,Blue,,Blacktown,NSW,6,13857.833333333334
175,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4WD,Diesel,9.3,204000,4,Ute / Tray,4,5,18995,White,,Eastern Creek,NSW,8,25500.0
176,Subaru,2013,Forester,2013 Subaru Forester 2.0I,USED,Manual,2.0,AWD,Unleaded,7.2,122077,4,SUV,4,5,16857,Red,,Sylvania,NSW,10,12207.7
177,Mazda,2015,CX-3,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,2.0,Front,Unleaded,6.1,60581,4,SUV,4,5,22990,Blue,Black,Castle Hill,NSW,8,7572.625
178,Nissan,2010,Navara,2010 Nissan Navara RX (4X4),USED,Manual,2.5,4WD,Diesel,9.8,259488,4,Ute / Tray,2,2,13950,White,,Campbelltown,NSW,13,19960.615384615383
179,Holden,2017,Captiva,2017 Holden Captiva Active 7 Seater,USED,Automatic,2.4,Front,Unleaded,9.0,186954,4,SUV,4,7,12990,Grey,,Haberfield,NSW,6,31159.0
180,Kia,2017,Cerato,2017 Kia Cerato S Premium,USED,Automatic,2.0,Front,Unleaded,7.1,21350,4,Hatchback,5,5,22990,Red,,Blacktown,NSW,6,3558.3333333333335
181,Audi,2016,RS3,2016 Audi RS3 Sportback Quattro,USED,Automatic,2.5,AWD,Premium,8.1,47926,5,Hatchback,5,5,59990,White,Black,Castle Hill,NSW,7,6846.571428571428
182,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GL,USED,Manual,2.5,Rear,Diesel,8.0,88861,4,Ute / Tray,2,2,21880,White,,Mcgraths Hill,NSW,9,9873.444444444445
183,Jeep,2007,Grand,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.0,4WD,Diesel,16.0,199000,6,SUV,4,5,10990,,,Strathfield,NSW,16,12437.5
184,Mercedes-Benz,2018,C200,2018 Mercedes-Benz C200,USED,Automatic,2.0,Rear,Hybrid,6.5,72540,4,Sedan,4,4,39990,Blue,Black,Blacktown,NSW,5,14508.0
185,Toyota,2020,Corolla,2020 Toyota Corolla ZR Hybrid,USED,Automatic,1.8,Front,Hybrid,4.2,87043,4,Hatchback,5,5,39990,Blue,,Wollongong,NSW,3,29014.333333333332
186,Ford,2012,Ranger,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,9.4,254121,5,Ute / Tray,4,5,21990,White,Grey,Cabramatta,NSW,11,23101.909090909092
187,Honda,2008,Civic,2008 Honda Civic Type R,USED,Manual,2.0,Front,Premium,9.3,165450,4,Hatchback,3,4,18990,Silver,,Minchinbury,NSW,15,11030.0
188,Honda,2022,CR-V,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,Front,Unleaded,7.3,15087,4,SUV,4,5,39990,White,,Banksia,NSW,1,15087.0
189,Nissan,2013,Navara,2013 Nissan Navara ST (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,159056,4,Ute / Tray,4,5,21990,White,,Campbelltown,NSW,10,15905.6
190,Hyundai,2017,Tucson,2017 Hyundai Tucson Highlander (awd),USED,Automatic,2.0,AWD,Diesel,6.8,97295,4,SUV,4,5,31990,White,,Wollongong,NSW,6,16215.833333333334
191,Mazda,2015,CX-5,2015 Mazda CX-5 Akera (4X4),USED,Automatic,2.5,AWD,Unleaded,7.4,83095,4,SUV,4,5,26990,Red,,Campbelltown,NSW,8,10386.875
192,Toyota,2015,HiAce,2015 Toyota HiAce GL,USED,Automatic,,Rear,Unleaded,,167379,,Commercial,,,32900,White,Black,Ingleburn,NSW,8,20922.375
193,Isuzu,2017,D-MAX,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,3.0,4WD,Diesel,7.7,192988,4,Ute / Tray,4,5,28999,White,,Five Dock,NSW,6,32164.666666666668
194,Mercedes-Benz,2014,A200,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,1.8,Front,Diesel,4.6,105663,4,Hatchback,5,5,22500,Blue,,Campbelltown,NSW,9,11740.333333333334
195,Toyota,2007,HiAce,2007 Toyota HiAce LWB,USED,Manual,2.7,Rear,Unleaded,11.6,222603,4,Commercial,4,3,17990,White,Grey,Croydon,NSW,16,13912.6875
196,Ford,2020,Puma,2020 Ford Puma,USED,Automatic,1.0,Front,Premium,5.3,22300,3,SUV,5,5,27800,Blue,,Smithfield,NSW,3,7433.333333333333
197,Mazda,2022,2,2022 Mazda 2 G15 Evolve,USED,Automatic,1.5,Front,Unleaded,5.2,11824,4,Hatchback,5,5,29990,Grey,,Wollongong,NSW,1,11824.0
198,Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.7,250318,4,Hatchback,5,5,10990,Silver,,Minchinbury,NSW,16,15644.875
199,Jeep,2016,Grand,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.6,4WD,Premium,10.4,39967,6,SUV,4,5,34800,White,Black,Castle Hill,NSW,7,5709.571428571428
200,Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,2.0,Front,Unleaded,7.9,38341,4,SUV,4,5,28984,Blue,Grey,Granville,NSW,3,12780.333333333334
201,Toyota,2020,Camry,2020 Toyota Camry Ascent Sport,USED,Automatic,2.5,Front,Unleaded,8.3,7528,4,Sedan,4,5,32990,Silver,Black,Castle Hill,NSW,3,2509.3333333333335
202,Honda,2018,City,2018 Honda City VTI,USED,Automatic,1.5,Front,Unleaded,5.8,94385,4,Sedan,4,5,19999,Silver,Black,Homebush,NSW,5,18877.0
203,Toyota,2018,C-HR,2018 Toyota C-HR Koba (awd),USED,Automatic,1.2,AWD,Premium,5.6,110047,4,SUV,4,5,29990,Red,,Wollongong,NSW,5,22009.4
204,Kia,2012,Sorento,2012 Kia Sorento Platinum (4X4),USED,Automatic,2.2,AWD,Diesel,7.4,164189,4,SUV,4,7,16990,Silver,Black,Cabramatta,NSW,11,14926.272727272728
205,Holden,2013,Cruze,2013 Holden Cruze CD Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,106722,4,Hatchback,5,5,10800,White,,Smithfield,NSW,10,10672.2
206,Isuzu,2018,MU-X,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,3.0,Front,Diesel,8.1,72650,4,SUV,4,7,39880,White,Grey,Blacktown,NSW,5,14530.0
207,Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,123624,4,Sedan,4,5,14995,Silver,,Camden,NSW,8,15453.0
208,Lexus,2014,IS350,2014 Lexus IS350 F Sport,USED,Automatic,3.5,Rear,Premium,9.7,155620,6,Sedan,4,5,27990,Silver,Black,Castle Hill,NSW,9,17291.11111111111
209,Mazda,2018,2,2018 Mazda 2 Maxx,USED,Automatic,1.5,Front,Unleaded,4.9,53426,4,Hatchback,5,5,22990,White,Black Cloth,Wollongong,NSW,5,10685.2
210,Toyota,2009,Corolla,2009 Toyota Corolla Levin ZR,USED,Automatic,1.8,Front,Unleaded,7.7,114727,4,Hatchback,5,5,14995,Silver,,Minchinbury,NSW,14,8194.785714285714
211,Toyota,2016,Kluger,2016 Toyota Kluger GXL (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,98983,6,SUV,4,7,39280,Grey,Black,Blacktown,NSW,7,14140.42857142857
212,Volkswagen,2007,Golf,2007 Volkswagen Golf GTI,USED,Automatic,2.0,Front,Premium,8.1,160523,4,Hatchback,3,5,10990,Silver,Grey,Leichhardt,NSW,16,10032.6875
213,Holden,2015,Commodore,2015 Holden Commodore SS-V Redline,USED,Automatic,6.0,Rear,Premium,11.8,96000,8,Sedan,4,5,47990,White,Black Leather,Castle Hill,NSW,8,12000.0
214,Nissan,2016,X-Trail,2016 Nissan X-Trail ST (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,39397,4,SUV,4,5,23950,Red,,Penrith,NSW,7,5628.142857142857
215,Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,54368,4,Hatchback,4,5,26990,White,,Campbelltown,NSW,3,18122.666666666668
216,Holden,2014,Cruze,2014 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,220683,4,Hatchback,5,5,7990,Silver,,Adamstown,NSW,9,24520.333333333332
217,Mini,2016,Cooper,2016 Mini Cooper Cooper S,USED,Manual,,Other,,,79008,,Hatchback,,,28999,Black,Leather,Blacktown,NSW,7,11286.857142857143
218,Toyota,2013,Camry,2013 Toyota Camry Atara S,USED,Automatic,2.5,Front,Unleaded,7.8,89140,4,Sedan,4,5,17900,Grey,Black,Five Dock,NSW,10,8914.0
219,Toyota,2013,Corolla,2013 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,149974,4,Hatchback,5,5,16990,Red,Black,Lidcombe,NSW,10,14997.4
220,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,44879,4,Hatchback,4,5,26990,White,,Blacktown,NSW,4,11219.75
221,Mazda,2016,BT-50,2016 Mazda BT-50 XT (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,110909,5,Ute / Tray,4,5,34913,White,,Cardiff,NSW,7,15844.142857142857
222,Toyota,2013,Corolla,2013 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,109519,4,Hatchback,5,5,19990,White,Black,Castle Hill,NSW,10,10951.9
223,Kia,2020,Stinger,2020 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,19372,6,Sedan,4,5,55888,Grey,Red,Carlton,NSW,3,6457.333333333333
224,Toyota,2015,RAV4,2015 Toyota RAV4 GXL (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,155198,4,SUV,4,5,24950,Silver,,Granville,NSW,8,19399.75
225,Honda,2012,Jazz,2012 Honda Jazz Vibe,USED,Automatic,1.3,Front,Unleaded,6.6,111323,4,Hatchback,5,5,12800,Green,,Kirrawee,NSW,11,10120.272727272728
226,BMW,2017,430I,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,2.0,Rear,Premium,5.8,79882,4,Hatchback,5,5,41280,Grey,Beige,Blacktown,NSW,6,13313.666666666666
227,Volkswagen,2008,Golf,2008 Volkswagen Golf GTI,USED,Manual,2.0,Front,Premium,8.1,155839,4,Hatchback,5,5,13990,Silver,,Minchinbury,NSW,15,10389.266666666666
228,Subaru,2018,Outback,2018 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Unleaded,7.3,66805,4,SUV,4,5,33898,Grey,,Blacktown,NSW,5,13361.0
229,Ford,2011,Territory,2011 Ford Territory TX (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,227646,6,SUV,4,5,8913,Silver,,Cardiff,NSW,12,18970.5
230,Kia,2013,RIO,2013 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.3,88465,4,Hatchback,5,5,14888,Silver,,Pennant Hills,NSW,10,8846.5
231,Holden,2013,Commodore,2013 Holden Commodore SV6 Z-Series,USED,Automatic,3.6,Rear,Unleaded,9.5,237426,6,Sedan,4,5,15995,Blue,,Minchinbury,NSW,10,23742.6
232,Toyota,1999,Landcruiser,1999 Toyota Landcruiser (4X4),USED,Manual,4.2,4WD,Diesel,0.0,41750,6,Ute / Tray,2,3,48999,Red,Grey,Lidcombe,NSW,24,1739.5833333333333
233,Toyota,2013,Hilux,2013 Toyota Hilux SR,USED,Manual,3.0,Rear,Diesel,8.1,345194,4,Ute / Tray,4,5,12990,White,Grey,Blacktown,NSW,10,34519.4
234,Toyota,2017,Corolla,2017 Toyota Corolla ZR,USED,Automatic,1.8,Front,Unleaded,6.1,130970,4,Hatchback,5,5,23990,Red,Black,East Maitland,NSW,6,21828.333333333332
235,Honda,2016,Civic,2016 Honda Civic VTI-L,USED,Automatic,1.5,Front,Unleaded,6.0,35612,4,Sedan,4,5,24888,Silver,Black,Liverpool,NSW,7,5087.428571428572
236,Audi,2013,A3,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,1.8,Front,Premium,6.7,148265,4,Hatchback,5,5,13999,Brown,Grey,Leichhardt,NSW,10,14826.5
237,Hyundai,2018,I30,2018 Hyundai I30 N Line,USED,Automatic,1.6,Front,Unleaded,7.1,83494,4,Hatchback,4,5,27950,Black,Leather,Minto,NSW,5,16698.8
238,Mazda,2012,2,2012 Mazda 2 Genki,USED,Automatic,1.5,Front,Unleaded,6.8,85492,4,Hatchback,5,5,13990,Silver,,Lidcombe,NSW,11,7772.0
239,Volkswagen,2013,Tiguan,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,2.0,AWD,Premium,8.8,126408,4,SUV,4,5,19999,Grey,Black,Cardiff,NSW,10,12640.8
240,Renault,2017,Trafic,2017 Renault Trafic LWB,USED,Manual,1.6,Front,Diesel,6.2,173156,4,Commercial,4,3,22950,White,,Granville,NSW,6,28859.333333333332
241,Peugeot,2013,208,2013 Peugeot 208 GTI,USED,Manual,1.6,Front,Premium,5.9,78783,4,Hatchback,3,5,14990,Grey,Black,Granville,NSW,10,7878.3
242,Land,2020,Rover,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,2.0,AWD,Premium,8.1,26227,4,SUV,4,5,69800,Black,,Rozelle,NSW,3,8742.333333333334
243,Honda,2017,HR-V,2017 Honda HR-V VTI,USED,Automatic,1.8,Front,Unleaded,6.6,101821,4,SUV,4,5,20995,Black,,Minchinbury,NSW,6,16970.166666666668
244,Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,8.1,221872,4,Ute / Tray,4,5,14413,White,,Cardiff,NSW,9,24652.444444444445
245,Nissan,2015,Pulsar,2015 Nissan Pulsar ST,USED,Automatic,1.8,Front,Unleaded,6.7,90691,4,Sedan,4,5,14776,White,,Liverpool,NSW,8,11336.375
246,Mazda,2018,6,2018 Mazda 6 Touring (5YR),USED,Automatic,2.5,Front,Unleaded,7.0,24305,4,Sedan,4,5,29990,Blue,,Arncliffe,NSW,5,4861.0
247,Audi,2007,A4,2007 Audi A4 2.0 Tfsi,USED,Automatic,2.0,Front,Premium,8.3,168901,4,Sedan,4,5,7950,Silver,Black,Petersham,NSW,16,10556.3125
248,Honda,2005,Accord,2005 Honda Accord VTI,USED,Automatic,2.4,Front,Unleaded,9.3,167562,4,Sedan,4,5,7949,Gold,,Lansvale,NSW,18,9309.0
249,Audi,2016,SQ5,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,6.8,152995,6,SUV,5,5,29999,Grey,,Five Dock,NSW,7,21856.428571428572
250,Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,7.4,236946,4,Sedan,4,5,8880,Silver,Cloth,Kirrawee,NSW,16,14809.125
251,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,9.8,183580,6,Wagon,4,5,12990,Silver,,Adamstown,NSW,12,15298.333333333334
252,Mercedes-Benz,2005,CLK-Class,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5i Luxury,USED,Automatic,,Other,Unleaded,,180499,,Coupe,,,9999,Black,,Rouse Hill,NSW,18,10027.722222222223
253,Nissan,2015,X-Trail,2015 Nissan X-Trail TL (fwd),USED,Automatic,1.6,Front,Diesel,5.3,124882,4,SUV,4,5,19888,Red,Black,Liverpool,NSW,8,15610.25
254,Mazda,2005,6,2005 Mazda 6 Classic,USED,Automatic,2.3,Front,Premium,8.9,247519,4,Sedan,4,5,5950,Gold,,Minto,NSW,18,13751.055555555555
255,Audi,2021,Q3,2021 Audi Q3 35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,9819,4,SUV,4,5,51990,Blue,Black,Jamisontown,NSW,2,4909.5
256,Lexus,2004,IS300,2004 Lexus IS300 Sports Luxury,USED,Automatic,3.0,Rear,Unleaded,10.5,124230,6,Sedan,4,5,16000,Black,,Minto,NSW,19,6538.421052631579
257,Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX,USED,Automatic,2.4,Rear,Diesel,8.3,43839,4,Ute / Tray,2,2,33990,White,Grey,Gateshead,NSW,3,14613.0
258,Hyundai,2012,I30,2012 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,106286,4,Hatchback,5,5,16990,Silver,,Minchinbury,NSW,11,9662.363636363636
259,Mercedes-Benz,2011,C-CLASS,2011 Mercedes-Benz C-CLASS W204 Elegance Sedan 4dr Spts Auto 5sp 1.8T Luxury,USED,Automatic,,Other,Unleaded,,167420,,,,,15999,Black,,Rouse Hill,NSW,12,13951.666666666666
260,Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,3.5,Front,Unleaded,9.1,128601,6,SUV,4,7,36888,White,,Blacktown,NSW,5,25720.2
261,Subaru,2011,Outback,2011 Subaru Outback 3.6R Premium,USED,Automatic,3.6,AWD,Premium,10.3,91016,6,SUV,4,5,16999,Black,Black,Brookvale,NSW,12,7584.666666666667
262,Jaguar,2014,XF,2014 Jaguar XF 2.2D Premium Luxury,USED,Automatic,2.2,Rear,Diesel,5.2,38821,4,Sedan,4,5,29800,Grey,,Rozelle,NSW,9,4313.444444444444
263,Nissan,2015,X-Trail,2015 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,94239,4,SUV,4,7,22990,White,,Minchinbury,NSW,8,11779.875
264,Ford,2013,Ranger,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,9.4,167122,5,Ute / Tray,4,5,23913,White,,Cardiff,NSW,10,16712.2
265,Honda,2004,Accord,2004 Honda Accord Euro Luxury,USED,Automatic,2.4,Front,Premium,9.4,207966,4,Sedan,4,5,8990,Silver,Black,Cabramatta,NSW,19,10945.578947368422
266,Ford,2017,Ranger,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.3,108767,5,Ute / Tray,2,2,29999,,,Mcgraths Hill,NSW,6,18127.833333333332
267,Volkswagen,2015,Polo,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,1.2,Front,Premium,4.8,39578,4,Hatchback,5,5,16420,White,Grey,Leichhardt,NSW,8,4947.25
268,Mazda,2015,2,2015 Mazda 2 Genki,USED,Automatic,1.5,Front,Unleaded,4.9,105633,4,Hatchback,5,5,16990,Red,Grey,Brookvale,NSW,8,13204.125
269,Nissan,2002,Pulsar,2002 Nissan Pulsar ST,USED,Automatic,1.8,Front,Unleaded,8.0,169981,4,Sedan,4,5,7880,Blue,Black,Minchinbury,NSW,21,8094.333333333333
270,Toyota,2017,HiAce,2017 Toyota HiAce,USED,Automatic,,Other,,,91702,,,,,38999,Black,Grey,Lidcombe,NSW,6,15283.666666666666
271,Hyundai,2015,Veloster,2015 Hyundai Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,138263,4,Hatchback,3,4,21995,White,Black,Minchinbury,NSW,8,17282.875
272,Toyota,2006,Corolla,2006 Toyota Corolla Ascent Seca,USED,Automatic,1.8,Front,Unleaded,7.4,238016,4,Hatchback,5,5,5999,Silver,Black,Kurri Kurri,NSW,17,14000.941176470587
273,Mercedes-Benz,2013,B-Class,2013 Mercedes-Benz B-Class W246 Hatchback 5dr DCT 7sp 1.6T,USED,Automatic,,Rear,Unleaded,,44441,,Hatchback,,,18990,White,,Granville,NSW,10,4444.1
274,Audi,2014,Q3,2014 Audi Q3 2.0 TDI Quattro (130KW),USED,Automatic,2.0,AWD,Diesel,5.9,73021,4,SUV,4,5,27995,White,Black Leather,Minchinbury,NSW,9,8113.444444444444
275,Holden,2010,Cruze,2010 Holden Cruze CDX,USED,Automatic,2.0,Front,Diesel,6.9,106831,4,Sedan,4,5,8995,Silver,Black Leather,Bankstown,NSW,13,8217.76923076923
276,Hyundai,2012,I30,2012 Hyundai I30 Trophy,USED,Automatic,2.0,Front,Unleaded,7.6,209552,4,Hatchback,5,5,7995,Red,,Minchinbury,NSW,11,19050.18181818182
277,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,51311,4,SUV,4,5,30888,Red,,Ryde,NSW,2,25655.5
278,Toyota,2022,Yaris,2022 Toyota Yaris ZR Hybrid,USED,Automatic,1.5,Front,Hybrid,3.3,17984,3,Hatchback,5,5,39990,Brown,Black,East Maitland,NSW,1,17984.0
279,Jeep,2014,Grand,2014 Jeep Grand Cherokee Limited (4X4),USED,Automatic,3.0,4WD,Diesel,7.5,137763,6,SUV,4,5,24990,Black,Black,Mount Druitt,NSW,9,15307.0
280,Honda,2022,CR-V,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,Front,Unleaded,7.3,21532,4,SUV,4,5,39990,Grey,,Banksia,NSW,1,21532.0
281,Land,2015,Rover,2015 Land Rover Discovery 4 3.0 SDV6 HSE,USED,Automatic,3.0,4WD,Diesel,8.8,139968,6,SUV,4,7,54990,Black,Black,Castle Hill,NSW,8,17496.0
